source_ad_number,source_file_instance_id,target_ad_candidate,target_base_ad_number,relationship,evidence,manually_verified
2024-0031,05bf9540acc0d045,2022-0085,2022-0085,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0085 dated 12 May 2022, EASA AD 2023-0008 dated 16 January 2023, and EASA AD 2023-0151 dated 25 July 2023. | This AD supersedes EASA AD 2022-0085 dated 12 May 2022, EASA AD 2023-0008 dated 16 January 2023, and EASA AD 2023-0151 dated 25 July 2023 | this AD retains the requirements of EASA AD 2022-0085, AD 2023-0008 and EASA AD 2023-0151, which are superseded",False
2024-0031,05bf9540acc0d045,2023-0008,2023-0008,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0085 dated 12 May 2022, EASA AD 2023-0008 dated 16 January 2023, and EASA AD 2023-0151 dated 25 July 2023. | This AD supersedes EASA AD 2022-0085 dated 12 May 2022, EASA AD 2023-0008 dated 16 January 2023, and EASA AD 2023-0151 dated 25 July 2023 | this AD retains the requirements of EASA AD 2022-0085, AD 2023-0008 and EASA AD 2023-0151, which are superseded",False
2024-0031,05bf9540acc0d045,2023-0151,2023-0151,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0085 dated 12 May 2022, EASA AD 2023-0008 dated 16 January 2023, and EASA AD 2023-0151 dated 25 July 2023. | This AD supersedes EASA AD 2022-0085 dated 12 May 2022, EASA AD 2023-0008 dated 16 January 2023, and EASA AD 2023-0151 dated 25 July 2023 | this AD retains the requirements of EASA AD 2022-0085, AD 2023-0008 and EASA AD 2023-0151, which are superseded",False
2024-0038,db594c767fc8f98e,2021-0183R1,2021-0183,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2021-0183R1 dated 20 September 2021. | This AD supersedes EASA AD 2021-0183R1 dated 20 September 2021,False
2024-0046,5dd14460725d1b9c,2022-0102,2022-0102,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2022-0102 dated 08 June 2022. | This AD supersedes EASA AD 2022-0102 dated 08 June 2022 | this AD supersedes EASA AD 2022-0102 and requires accomplishment of the actions specified in the ALS,False
2024-0047,95e61c10252c4f44,2018-0231,2018-0231,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2018-0231 dated 25 October 2018. | This AD supersedes EASA AD 2018-0231 dated 25 October 2018 | this AD supersedes EASA AD 2018-0231, expands the Applicability and requires accomplishment of the actions specified in the ALS",False
2024-0057,1da59f375fc7b82b,2024-0048,2024-0048,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2024-0048 dated 16 February 2024. | This AD supersedes EASA AD 2024-0048 dated 16 February 2024,False
2024-0066,ba48244fee04bf71,2022-0082,2022-0082,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0082 dated 10 May 2022. | This AD supersedes EASA AD 2022-0082 dated 10 May 2022 | this AD retains the requirements of EASA AD 2022-0082, which is superseded",False
2024-0068,67f5dbf4368e2746,2022-0151,2022-0151,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0151 dated 26 July 2022. | This AD supersedes EASA AD 2022-0151 dated 26 July 2022 | this AD retains the requirements of EASA AD 2022-0151, which is superseded",False
2024-0077,f03c2af10d966546,2016-0206,2016-0206,supersedes_candidate,"This AD supersedes EASA AD 2016-0206 dated 13 October 2016, including its Correction dated 14 October 2016 | this AD retains the requirements of EASA AD 2016-0206, which is superseded",False
2024-0078,1cab43716e3d337d,2022-0196,2022-0196,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0196 dated 20 September 2022. | This AD supersedes EASA AD 2022-0196 dated 20 September 2022 | this AD retains the requirements of the EASA AD 2022-0196, which is superseded",False
2024-0079,6dfba01b254142d0,2023-0124,2023-0124,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2023-0124 dated 16 June 2023. | This AD supersedes EASA AD 2023-0124 dated 16 June 2023 | this AD retains the requirements of EASA AD 2023-0124, which is superseded",False
2024-0128,60ce42b72cc89457,2016-0105R2,2016-0105,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0105R2 dated 08 October 2021. | This AD supersedes EASA AD 2016-0105R2 dated 08 October 2021 | this AD retains the requirements of EASA AD 2016-0105R2, which is superseded",False
2024-0129,e4eec853d51ee45b,2024-0098,2024-0098,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2024-0098 dated 02 May 2024. | This AD supersedes EASA AD 2024-0098 dated 02 May 2024 | this AD retains the requirements of EASA AD 2024-0098, which is superseded",False
2024-0145,50f8ce10118e7fad,2021-0190,2021-0190,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2021-0190 dated 17 August 2021. | This AD supersedes EASA AD 2021-0190 dated 17 August 2021 | this AD retains the requirements of EASA AD 2021-0190, which is superseded",False
2024-0155,bff3caefbf67528f,2022-0250,2022-0250,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0250 dated 14 December 2022. | This AD supersedes EASA AD 2022-0250 dated 14 December 2022 | this AD retains the requirements of EASA AD 2022-0250, which is superseded",False
2024-0161,96f4afaff90c5eb8,2022-0080,2022-0080,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0080 dated 09 May 2022. | This AD supersedes EASA AD 2022-0080 dated 09 May 2022 | this AD retains the requirements of EASA AD 2022-0080, which is superseded",False
2024-0164,ca4e74cf2da31f87,2022-0173,2022-0173,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2022-0173 dated 24 August 2022. | This AD supersedes EASA AD 2022-0173 dated 24 August 2022 | this AD supersedes EASA AD 2022-0173 and requires accomplishment of the actions and limitations specified in the ALS,False
2024-0165,0f1af9bd1a2a4c8a,2022-0172,2022-0172,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2022-0172 dated 22 August 2022 and EASA AD 2023-0173 dated 20 September 2023. | This AD supersedes EASA AD 2022-0172 dated 22 August 2022 and EASA AD 2023-0173 dated 20 September 2023 | this AD supersedes EASA AD 2022-0172 and EASA AD 2023-0173 and requires accomplishment of the actions and limitations specified in the ALS,False
2024-0165,0f1af9bd1a2a4c8a,2023-0173,2023-0173,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2022-0172 dated 22 August 2022 and EASA AD 2023-0173 dated 20 September 2023. | This AD supersedes EASA AD 2022-0172 dated 22 August 2022 and EASA AD 2023-0173 dated 20 September 2023 | this AD supersedes EASA AD 2022-0172 and EASA AD 2023-0173 and requires accomplishment of the actions and limitations specified in the ALS,False
2024-0170,596049acc79c1f06,2017-0023,2017-0023,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2017-0023 dated 10 February 2017. | This AD supersedes EASA AD 2017-0023 dated 10 February 2017 | this AD retains the requirements of EASA AD 2017-0023, which is superseded",False
2024-0186,3e00ce16b46a9dcb,2019-0168,2019-0168,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0168 dated 16 July 2019. | This AD supersedes EASA AD 2019-0168 dated 16 July 2019 | this AD retains the requirements of EASA AD 2019-0168, which is superseded",False
2024-0189,4c7794225561beb2,2022-0124,2022-0124,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2022-0124 dated 28 June 2022. | This AD supersedes EASA AD 2022-0124 dated 28 June 2022,False
2024-0191,ebc9c773083a1d6b,2023-0198,2023-0198,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2023-0198 dated 16 November 2023. | This AD supersedes EASA AD 2023-0198 dated 16 November 2023 | this AD retains the requirements of EASA AD 2023-0198, which is superseded",False
2024-0196,91f5dd1f9cb5cc42,2022-0147,2022-0147,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0147 issued 14 July 2022, including its correction issued 17 August 2022. | This AD supersedes EASA AD 2022-0147 issued 14 July 2022, including its correction issued 17 August 2022 | this AD supersedes EASA AD 2022-0147, and extends the Applicability to the A321-253NY aeroplanes to prohibit installation of affected parts on those aeroplanes in service",False
2024-0197,4edcf14b30c6d076,2023-0094,2023-0094,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2023-0094 dated 08 May 2023. | This AD supersedes EASA AD 2023-0094 dated 08 May 2023 | this AD supersedes EASA AD 2023-0094, and extends the Applicability to the A321-253NY aeroplanes to prohibit installation of affected parts on those aeroplanes in service",False
2024-0198,2574652a6b6cdcff,2023-0209,2023-0209,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2023-0209 dated 22 November 2023. | This AD supersedes EASA AD 2023-0209 dated 22 November 2023 | this AD supersedes EASA AD 2023-0209, and extends the Applicability to the A321-253NY aeroplanes to prohibit installation of affected parts on those aeroplanes in service",False
2024-0199,504336317366da36,2024-0106,2024-0106,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2024-0106 dated 31 May 2024. | This AD supersedes EASA AD 2024-0106 dated 31 May 2024 | this AD supersedes EASA AD 2024-0106, extends the Applicability to the A321-253NY aeroplanes and updates the list of the Panasonic SB in the Ref",False
2024-0203,b163c7717954ff97,2020-0073,2020-0073,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2020-0073 dated 26 March 2020. | This AD supersedes EASA AD 2020-0073 dated 26 March 2020 | this AD supersedes EASA AD 2020-0073, and extends the Applicability to the A321-253NY aeroplanes to prohibit installation of affected parts on those aeroplanes in service",False
2024-0213,44180521361f0e9b,2021-0246R1,2021-0246,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2021-0246R1 dated 12 October 2022. | This AD supersedes EASA AD 2021-0246R1 dated 12 October 2022 | this AD retains the requirements of EASA AD 2021-0246R1, which is superseded",False
2024-0214,9d4128423399d126,2024-0013,2024-0013,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2024-0013 dated 10 January 2024. | This AD supersedes EASA AD 2024-0013 dated 10 January 2024 | this AD retains the requirements of EASA AD 2024-0013, which is superseded",False
2024-0217,bf7b5f763711da83,2023-0212,2023-0212,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2023-0212 dated 06 December 2023. | This AD supersedes EASA AD 2023-0212 dated 06 December 2023 | this AD retains the requirements of EASA AD 2023-0212, which is superseded",False
2024-0220,2e0b12c4c569825c,2019-0210,2019-0210,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0210 dated 26 August 2019. | This AD supersedes EASA AD 2019-0210 dated 26 August 2019 | this AD retains the requirements of EASA AD 2019-0210, which is superseded",False
2024-0230,bbb164d217c1ce72,2024-0027,2024-0027,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2024-0027 dated 25 January 2024. | This AD supersedes EASA AD 2024-0027 dated 25 January 2024 | this AD retains the requirements of EASA AD 2024-0027, which is superseded",False
2025-0012,60a832e98e27df52,2023-0199,2023-0199,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2023-0199 dated 17 November 2023. | This AD supersedes EASA AD 2023-0199 dated 17 November 2023 | this AD retains the requirements of EASA AD 2023-0199, which is superseded",False
2025-0015,36dafadb60af0208,2024-0011,2024-0011,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2024-0011 dated 10 January 2024. | This AD supersedes EASA AD 2024-0011 dated 10 January 2024 | this AD retains the requirements of EASA AD 2024-0011, which is superseded",False
2025-0016,bc3e6a23cb84eb02,2024-0012,2024-0012,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2024-0012 dated 10 January 2024. | This AD supersedes EASA AD 2024-0012 dated 10 January 2024 | this AD retains the requirements of EASA AD 2024-0012, which is superseded",False
2025-0030,fdd2c6e6327b3317,2024-0031,2024-0031,supersedes_candidate,"Supersedure: This AD supersedes the EASA AD 2024-0031 dated 31 January 2024, including its Correction dated 01 February 2024, and EASA AD 2024-0208 dated 25 October 2024. | This AD supersedes the EASA AD 2024-0031 dated 31 January 2024, including its Correction dated 01 February 2024, and EASA AD 2024-0208 dated 25 October 2024 | this AD retains the requirements of EASA AD 2024-0031 and AD 2024-0208, which are superseded",False
2025-0030,fdd2c6e6327b3317,2024-0208,2024-0208,supersedes_candidate,"Supersedure: This AD supersedes the EASA AD 2024-0031 dated 31 January 2024, including its Correction dated 01 February 2024, and EASA AD 2024-0208 dated 25 October 2024. | This AD supersedes the EASA AD 2024-0031 dated 31 January 2024, including its Correction dated 01 February 2024, and EASA AD 2024-0208 dated 25 October 2024 | this AD retains the requirements of EASA AD 2024-0031 and AD 2024-0208, which are superseded",False
2025-0031,1034412b61b9c302,2024-0030,2024-0030,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2024-0030 dated 31 January 2024. | This AD supersedes EASA AD 2024-0030 dated 31 January 2024 | this AD retains the requirements of EASA AD 2024-0030, which is superseded",False
2025-0032,4dbb47843d2841c6,2024-0046,2024-0046,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2024-0046 dated 19 February 2024. | This AD supersedes EASA AD 2024-0046 dated 19 February 2024 | this AD retains the requirements of EASA AD 2024-0046, which is superseded",False
2025-0033,ab8f92ebfc1502ca,2024-0047,2024-0047,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2024-0047 dated 19 February 2024. | This AD supersedes EASA AD 2024-0047 dated 19 February 2024 | this AD retains the requirements of EASA AD 2024-0047, which is superseded",False
2025-0041,b1454d1e33bf6ba5,2024-0247,2024-0247,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2024-0247 dated 18 December 2024. | This AD supersedes EASA AD 2024-0247 dated 18 December 2024 | this AD retains the requirements of EASA AD 2024-0247, which is superseded",False
2025-0057,f784cb5ddff1130e,2024-0014,2024-0014,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2024-0014 dated 10 January 2024. | This AD supersedes EASA AD 2024-0014 dated 10 January 2024 | this AD retains the requirements of EASA AD 2024-0014, which is superseded",False
2025-0068,6e80e67e640ba6d1,2024-0038,2024-0038,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2024-0038 dated 05 February 2024. | This AD supersedes EASA AD 2024-0038 dated 05 February 2024 | this AD retains the requirements of EASA AD 2024-0038, which is superseded",False
2025-0073,0cadf09b261e217a,2020-0139R1,2020-0139,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2020-0139R1 dated 03 July 2020. | This AD supersedes EASA AD 2020-0139R1 dated 03 July 2020 | this AD supersedes EASA AD 2020-0139R1, requires repetitive inspections as specified in the inspection SB, and expands the applicability",False
2025-0074,6fdfe7f81c08a938,2024-0141,2024-0141,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2024-0141 dated 16 July 2024. | This AD supersedes EASA AD 2024-0141 dated 16 July 2024 | this AD retains the requirements of EASA AD 2024-0141, which is superseded",False
2025-0100,dfb0e53bb396dcec,2022-0040,2022-0040,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0040 dated 08 March 2022. | This AD supersedes EASA AD 2022-0040 dated 08 March 2022 | this AD retains the requirements of EASA AD 2022-0040, which is superseded",False
2025-0107,5e072469811a708a,2016-0146R2,2016-0146,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0146R2 dated 14 June 2021. | This AD supersedes EASA AD 2016-0146R2 dated 14 June 2021 | this AD retains the requirements of EASA AD 2016-0146R2, which is superseded",False
2025-0111,4ed47552b2384bda,2018-0289R1,2018-0289,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2018-0289R1 dated 10 February 2021. | This AD supersedes EASA AD 2018-0289R1 dated 10 February 2021 | this AD retains the requirements of EASA AD 2018-0289R1, which is superseded",False
2025-0115,8b2792a3b8d34a80,2022-0218,2022-0218,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0218 dated 08 November 2022, and EASA AD 2024-0099 dated 06 May 2024. | This AD supersedes EASA AD 2022-0218 dated 08 November 2022, and EASA AD 2024-0099 dated 06 May 2024",False
2025-0115,8b2792a3b8d34a80,2024-0099,2024-0099,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0218 dated 08 November 2022, and EASA AD 2024-0099 dated 06 May 2024. | This AD supersedes EASA AD 2022-0218 dated 08 November 2022, and EASA AD 2024-0099 dated 06 May 2024",False
2025-0117,0cbeec359ae9532a,2025-0109,2025-0109,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2025-0109 dated 16 May 2025. | This AD supersedes EASA AD 2025-0109 dated 16 May 2025,False
2025-0120,76568b9b541d5f12,2024-0199,2024-0199,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2024-0199 dated 18 October 2024. | This AD supersedes EASA AD 2024-0199 dated 18 October 2024 | this AD supersedes EASA AD 2024-0199 and extends the Applicability to A321-271NY aeroplanes,False
2025-0121,8ebdf40fbccfab56,2022-0105,2022-0105,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0105 dated 10 June 2022, and AD 2024-0163 dated 20 August 2024. | This AD supersedes EASA AD 2022-0105 dated 10 June 2022, and AD 2024-0163 dated 20 August 2024 | this AD retains the requirements of EASA AD 2022-0105 and AD 2024-0163, which are superseded",False
2025-0121,8ebdf40fbccfab56,2024-0163,2024-0163,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0105 dated 10 June 2022, and AD 2024-0163 dated 20 August 2024. | This AD supersedes EASA AD 2022-0105 dated 10 June 2022, and AD 2024-0163 dated 20 August 2024 | this AD retains the requirements of EASA AD 2022-0105 and AD 2024-0163, which are superseded",False
